id,sentence,question,correct_answer,condition,condition_code,word_count,target_word
S389,Ο χώρος τον αηδίασε τον Μιχάλη όταν μπήκε μέσα επειδή είχε πολύ καιρό να καθαριστεί και μύριζε άσχημα,,,f_svoba_masc,40,18,3
S390,Τα μακαρόνια ήταν έτοιμα με το που ήρθες επειδή ο βραστήρας το έβρασε το νερό μέσα σε πέντε λεπτά ,,,f_svoba_masc,40,19,3
S391,Η κορνίζα την ενόχλησε τη Χριστίνα γιατί δεν χώραγε καλά η φωτογραφία,,,f_svoa_fem,40,12,3
S392,Η τηλεόραση τον μπέρδεψε τον παππού μου γιατί δεν μπορούσε να βρει τα κανάλια,Ο παππούς μπορούσε να βρει τα κανάλια?,ΌΧΙ,f_svoa_fem,40,14,3
S393,Η λάμπα την τύφλωσε τη Μαρίνα επειδή την άναψαν ξαφνικά ενώ κοιμόταν στο σαλόνι,,,f_svoa_fem,40,14,3
S394,Η καφετιέρα τον απογοήτευσε τον Κώστα γιατί δεν έβγαλε τον καφέ όπως τον ήθελε,Η καφετιέρα άρεσε στον Κώστα?,ΌΧΙ,f_svoa_fem,40,14,3
S395,Η σκούπα την τρόμαξε την Εύα επειδή άναψε μόνη της όταν έβαλε το καλώδιο στην πρίζα,,,f_svoa_fem,40,16,3
S396,Ήταν συγκεντρωμένη στο διάβασμα και η μηχανή την τρόμαξε την Ελευθερία,Η μηχανή τρόμαξε την Ελευθερία?,ΝΑΙ,f_svob_fem,40,11,3
S397,Έπεσε κάτω όσο έτρεχε στην αυλή και η λάσπη τον λέρωσε τον μικρό ,,,f_svob_fem,40,13,3
S398,Έμπαινε κρύος αέρας από την τρύπα και η σκηνή την ενοχλούσε τη Νίκη στο κάμπινγκ,,,f_svob_fem,40,15,3
S399,Ήταν πολύ βαριά για να την κουβαλήσει μόνος του και η τσάντα τον δυσκόλεψε τον Στέφανο  ,,,f_svob_fem,40,16,3
S400,Είχε ξεχάσει ότι την γέμισε μέχρι πάνω με ζεστό καφέ και η κούπα τον έκαψε τον Νίκο ,,,f_svob_fem,40,17,3
S401,Μόλις συνέδεσε τον φορτιστή του η πρίζα τον τρόμαξε τον Κώστα γιατί πετάχτηκαν σπίθες ,,,f_svoba_fem,40,14,3
S402,Όσο προσπαθούσε να δει την ταινία η οθόνη την ζάλισε τη Σοφία γιατί τρεμόπαιζε συνέχεια ,,,f_svoba_fem,40,15,3
S403,Όσο προσπαθούσε να ράψει ένα κουμπί η βελόνα τον τρύπησε τον Παύλο επειδή δεν πρόσεχε αρκετά,Η βελόνα τρύπησε τον Παύλο?,ΝΑΙ,f_svoba_fem,40,16,3
S404,Όταν γύρισε σπίτι η σακούλα τον μπέρδεψε τον Γιώργο γιατί είχε μέσα πράγματα που δεν θυμόταν να αγόρασε,,,f_svoba_fem,40,18,3
S405,Η μαμά είπε ότι η τοστιέρα τον εντυπωσίασε τον Αλέξη γιατί έψησε το ψωμί μέσα σε δύο λεπτά ,Το ψωμί ψήθηκε μέσα σε δέκα λεπτά?,ΌΧΙ,f_svoba_fem,40,18,3
