trial_num,id,condition,condition_code,word_count,target_word,sentence,correct_answer
376,S360,f_ovsba_masc,40,18,3,Δεν ήθελε να ξοδέψει λεφτά και τον φράχτη τον έβαψε ο μπαμπάς με μπογιές που περίσσεψαν από πέρσι,
377,S017,ovs_a,10,11,3,Το δωμάτιο το έκλεισε ο Αναστάσης έναν μήνα πριν πάει διακοπές,
378,S348,f_ovsa_masc,40,12,3,Τον υπολογιστή τον έφτιαξε ο Χρήστος μόνος του και γλύτωσε πολλά λεφτά,
379,Q_S348,f_ovsa_masc,50,12,3,Τον υπολογιστή τον έφτιαξε ο Χρήστος μόνος του?,ΝΑΙ
379,S265,svo_ba_neut,20,14,3,Όσο τηγάνιζε πατάτες το λάδι τον έκαψε τον Γιάννη και πετάχτηκε από τον πόνο,
380,S195,svo_b_neut,20,14,3,Νόμιζε ότι είχαμε ξεχάσει τα γενέθλιά του και το πάρτι τον ενθουσίασε τον Βασίλη,
381,S151,svo_b_neut,20,11,3,Ήταν αφηρημένος ακούγοντας μουσική και το ατύχημα τον τρόμαξε τον Πέτρο ,
382,S253,svo_ba_neut,20,13,3,Πριν φύγει για το ραντεβού το τηλεφώνημα την καθυστέρησε τη Δώρα αρκετά λεπτά,
383,S249,svo_a_neut,20,15,3,Το εμβόλιο τον πόνεσε τον Γιωργάκη πιο πολύ από ότι περίμενε και άρχισε να κλαίει ,
384,S068,ovs_b,10,13,3,Σήμερα μπόρεσα να κοιμηθώ παραπάνω επειδή το μαγαζί το άνοιξε ο γιος μου,
385,S133,ovs_ba,10,18,3,Η Μαρία δούλευε όλη τη μέρα και το σπίτι το συμμάζεψε η Γιώτα για να της κάνει έκπληξη,
386,S279,svo_ba_neut,20,16,3,Όσο περίμενε να περάσει τον δρόμο το φανάρι την εκνεύρισε την Αγγελική γιατί δε γινόταν πράσινο,
387,S006,ovs_a,10,11,3,Το βιβλίο το αγόρασε ο Γιάννης από ένα καινούριο βιβλιοπωλείο χτες,
388,S093,ovs_b,10,14,3,Δεν είχα σήμα στο κινητό μου και το βίντεο το ανέβασε η φίλη μου,
389,S138,ovs_ba,10,18,3,Δεν έβρισκε το πορτοφόλι της και το εισιτήριο το αγόρασε η Άννα λίγα λεπτά πριν φύγει το λεωφορείο ,
390,S018,ovs_a,10,11,3,Το αυτοκίνητο το πήγα στο συνεργείο επειδή δεν άναβε η μηχανή,
391,S213,svo_a_neut,20,12,3,Το τρακάρισμα τον σόκαρε τον Θανάση που πρώτη φορά έζησε κάτι τέτοιο,
392,S216,svo_a_neut,20,12,3,Το παράθυρο τον τρόμαξε τον Θάνο επειδή έκλεισε απότομα από τον αέρα ,
393,S074,ovs_b,10,13,3,Δεν ήθελε να ξοδέψει πολλά λεφτά και το αμάξι το έπλυνε ο Βασίλης,
394,S011,ovs_a,10,11,3,Το φαγητό το παρέδωσε ο ντελιβεράς χωρίς να μου πει λέξη,
395,S191,svo_b_neut,20,14,3,Φοβόταν πως είχαμε ξεχάσει τα γενέθλιά της και το δώρο τη χαροποίησε τη Γιώτα,
396,S384,f_svob_masc,40,15,3,Νόμιζα ότι κάποιος μου χτύπησε το αμάξι αλλά τελικά ο υαλοκαθαριστήρας το γρατσούνισε το τζάμι ,
397,S056,ovs_b,10,11,3,Κοιμόμουν στο άλλο δωμάτιο και το τηλέφωνο το σήκωσε η Μαρία,
398,S257,svo_ba_neut,20,14,3,Αφού γύρισε από το σχολείο το δώρο την περίμενε τη Χριστίνα στο δωμάτιό της ,
399,S258,svo_ba_neut,20,14,3,Όταν άνοιξε το κινητό του το μήνυμα τον παραξένεψε τον Δημήτρη και απάντησε αμέσως,
400,S309,f_passive,40,13,3,Ο Μάριος συγκινήθηκε από το βιβλίο που διάβαζε και σχεδόν έβαλε τα κλάματα,
401,S020,ovs_a,10,11,3,Το ποτό το πλήρωσε ο Μιχάλης επειδή ήθελε να με κεράσει,
402,S221,svo_a_neut,20,13,3,Το ποίημα τη συγκίνησε τη Λένα γιατί της θύμησε τα εφηβικά της χρόνια,
403,S126,ovs_ba,10,17,3,Όπως φεύγαμε από την καφετέρια το ποτήρι το πήρε η Βάσια μαζί της χωρίς να το καταλάβει,
404,S343,f_ungrammatical,40,14,3,Ο γιος μου παντρέυτηκε πέρσι μια κοπέλα από τη Γερμανία και μαθαίνει Γερμανικός τώρα,
405,S301,f_passive,40,10,3,Η παλιά πολυκατοικία γκρεμίστηκε από τους εργάτες χτες το απόγευμα,
